datum,wahl,ags,gebiet-nr,gebiet-name,max-schnellmeldungen,anz-schnellmeldungen,A1,A2,A3,A,B,B1,C,D,E,F,D1,F1,D2,F2,D3,F3,D4,F4,D5,F5,D6,F6,D7,F7,D8,F8,D9,F9,D10,F10,D11,F11,D12,F12,D13,F13,D14,F14,D15,F15,D16,F16,ort_fix,coord,x,y,stadt
23.02.2025,Bundestagswahl,3358017,7,Ilhorn,1,1,117,21,0,138,98,0,2,96,3,95,39,20,41,42,5,10,4,7,7,8,,3,,2,,0,,0,0,0,,0,0,0,,0,,0,,0,,3,"Neuenkirchen,Ilhorn",#ERROR!,,,Neuenkirchen
23.02.2025,Bundestagswahl,3358017,8,Sprengel,1,1,207,46,0,253,187,2,1,186,1,186,90,67,50,52,12,11,7,8,25,24,,15,,3,,0,,0,2,3,,0,0,2,,0,,0,,0,,1,"Neuenkirchen,Sprengel",#ERROR!,,,Neuenkirchen
23.02.2025,Bundestagswahl,3358017,9,Schwalingen,1,1,236,35,0,271,220,0,0,220,0,220,60,30,98,101,14,18,4,5,39,42,,11,,1,,2,,1,2,4,,1,3,1,,0,,0,,0,,3,"Neuenkirchen,Schwalingen",#ERROR!,,,Neuenkirchen
23.02.2025,Bundestagswahl,3358017,10,Tewel,1,1,319,74,0,393,282,1,1,281,1,281,94,50,127,127,7,23,9,9,35,40,,15,,2,,1,,1,5,6,,0,4,0,,0,,0,,1,,6,"Neuenkirchen,Tewel",#ERROR!,,,Neuenkirchen
23.02.2025,Bundestagswahl,3358017,11,Briefwahl Neuenkirchen I,1,1,,,,,421,421,4,417,3,418,186,109,142,146,22,51,6,14,47,59,,14,,4,,0,,4,8,4,,1,6,2,,0,,0,,0,,10,"Neuenkirchen,Briefwahl Neuenkirchen I",#ERROR!,,,Neuenkirchen
23.02.2025,Bundestagswahl,3358017,12,Briefwahl Neuenkirchen II,1,1,,,,,390,390,3,387,0,390,151,82,148,148,25,39,7,18,44,49,,26,,6,,1,,2,6,8,,2,6,0,,0,,0,,1,,8,"Neuenkirchen,Briefwahl Neuenkirchen II",#ERROR!,,,Neuenkirchen
23.02.2025,Bundestagswahl,3358016,1,Stadtwerke,1,1,985,226,0,1211,783,2,1,782,5,778,305,196,217,234,20,42,23,23,195,195,,34,,11,,2,,3,18,10,,2,4,1,,2,,0,,1,,22,"Munster,Stadtwerke","52.99695869496345, 10.113690678170013",,,Munster
23.02.2025,Bundestagswahl,3358016,2,Gymnasium Munster I,1,1,923,278,0,1201,648,2,10,638,6,642,234,123,152,179,23,28,17,22,187,196,,47,,6,,4,,2,14,5,,0,11,2,,0,,0,,0,,28,"Worthweg 21, Munster",#ERROR!,,,Munster
23.02.2025,Bundestagswahl,3358016,3,Gymnasium Munster II,1,1,940,225,0,1165,648,2,3,645,1,647,215,114,160,164,30,33,14,17,211,213,,61,,11,,1,,1,10,5,,0,5,0,,1,,0,,1,,25,"Worthweg 21, Munster",#ERROR!,,,Munster
23.02.2025,Bundestagswahl,3358016,4,Sporthalle Hindenburg,1,1,849,123,0,972,465,0,7,458,3,462,156,104,80,74,19,10,10,15,172,164,,51,,12,,1,,2,13,4,,1,8,4,,1,,0,,2,,17,"Hindenburgallee 17, Munster",#ERROR!,,,Munster
23.02.2025,Bundestagswahl,3358016,5,Bürgerhaus,1,1,833,196,0,1029,568,0,3,565,2,566,200,118,118,137,19,26,17,22,197,200,,27,,7,,0,,3,8,3,,0,6,2,,1,,0,,0,,20,"Munster,Bürgerhaus",#ERROR!,,,Munster
23.02.2025,Bundestagswahl,3358016,6,Schulzentrum I,1,1,834,199,0,1033,568,1,9,559,5,563,184,97,133,139,13,29,12,10,193,198,,38,,13,,0,,2,13,5,,1,11,5,,0,,0,,3,,23,"Zum Schützenwald 23, Munster",#ERROR!,,,Munster
23.02.2025,Bundestagswahl,3358016,7,Schulzentrum II,1,1,835,269,0,1104,683,0,8,675,6,677,238,130,136,154,25,33,20,19,236,258,,39,,8,,2,,1,12,4,,0,8,3,,0,,0,,1,,25,"Zum Schützenwald 23, Munster",#ERROR!,,,Munster
23.02.2025,Bundestagswahl,3358016,8,Feuerwehrgerätehaus Breloh I,1,1,907,232,0,1139,714,0,0,714,1,713,245,147,213,231,20,38,18,20,188,192,,39,,9,,1,,2,19,7,,2,11,4,,0,,0,,1,,20,"Munster,Feuerwehrgerätehaus Breloh I",#ERROR!,,,Munster
23.02.2025,Bundestagswahl,3358016,9,Feuerwehrgerätehaus Breloh II,1,1,955,239,0,1194,767,0,7,760,9,758,285,168,226,216,22,42,20,26,186,201,,43,,12,,3,,7,18,12,,0,3,2,,0,,0,,1,,25,"Munster,Feuerwehrgerätehaus Breloh II",#ERROR!,,,Munster
23.02.2025,Bundestagswahl,3358016,10,Feuerwehrgerätehaus Ilster/Alvern/Töpingen,1,1,522,119,0,641,452,0,3,449,2,450,164,99,118,113,9,35,8,21,138,143,,17,,4,,2,,1,6,2,,0,6,0,,0,,0,,0,,13,"Munster,Feuerwehrgerätehaus Ilster/Alvern/Töpingen",#ERROR!,,,Munster
23.02.2025,Bundestagswahl,3358016,11,Dorfgemeinschaftshaus Trauen,1,1,343,83,0,426,292,2,4,288,1,291,112,71,89,95,5,11,6,9,64,72,,10,,6,,0,,0,11,4,,0,1,0,,0,,0,,1,,12,"Munster,Dorfgemeinschaftshaus Trauen",#ERROR!,,,Munster
23.02.2025,Bundestagswahl,3358016,12,Dorfgemeinschaftshaus Oerrel,1,1,352,49,0,401,284,0,4,280,3,281,98,61,78,80,8,9,11,13,78,91,,14,,4,,0,,0,6,3,,0,1,2,,1,,0,,0,,3,"Munster,Dorfgemeinschaftshaus Oerrel",#ERROR!,,,Munster
23.02.2025,Bundestagswahl,3358016,13,Briefwahl Stadt Munster I,1,1,,,,,673,673,3,670,0,673,292,183,222,241,19,49,11,28,97,96,,21,,15,,2,,0,18,6,,0,11,5,,1,,0,,1,,25,"Munster,Briefwahl Stadt Munster I",#ERROR!,,,Munster
23.02.2025,Bundestagswahl,3358016,14,Briefwahl Stadt Munster II,1,1,,,,,711,711,6,705,1,710,300,190,202,221,35,51,15,22,126,131,,30,,12,,0,,6,17,8,,2,10,6,,2,,0,,2,,27,"Munster,Briefwahl Stadt Munster II",#ERROR!,,,Munster
23.02.2025,Bundestagswahl,3358016,15,Briefwahl Stadt Munster III,1,1,,,,,676,676,3,673,2,674,290,176,213,249,18,43,16,13,115,116,,25,,11,,2,,1,12,9,,2,9,7,,0,,0,,0,,20,"Munster,Briefwahl Stadt Munster III",#ERROR!,,,Munster
23.02.2025,Bundestagswahl,3358002,101,Behringen-Haverbeck,1,1,649,179,0,828,558,0,5,553,3,555,205,114,212,213,17,38,13,17,83,95,,33,,5,,0,,3,13,11,,0,10,12,,0,,0,,1,,13,"Bispingen,Behringen-Haverbeck",#ERROR!,,,Bispingen
23.02.2025,Bundestagswahl,3358002,102,Bispingen I,1,1,791,206,0,997,652,0,4,648,6,646,259,150,207,199,36,44,19,35,111,120,,48,,6,,0,,4,7,7,,5,9,6,,0,,0,,2,,20,"Bispingen,Bispingen I",#ERROR!,,,Bispingen
23.02.2025,Bundestagswahl,3358002,103,Borstel,1,1,205,74,0,279,185,0,0,185,0,185,74,47,70,60,6,22,7,8,21,27,,7,,2,,1,,2,4,1,,1,3,3,,0,,0,,0,,4,"Bispingen,Borstel",#ERROR!,,,Bispingen
23.02.2025,Bundestagswahl,3358002,104,Hörpel,1,1,281,50,0,331,246,1,1,245,0,246,106,62,76,78,19,25,2,6,38,35,,14,,7,,1,,2,4,6,,1,0,2,,0,,1,,0,,6,"Bispingen,Hörpel",#ERROR!,,,Bispingen
23.02.2025,Bundestagswahl,3358002,105,Hützel,1,1,606,155,0,761,514,0,4,510,6,508,219,127,158,165,24,39,10,12,86,91,,43,,5,,2,,1,11,6,,0,2,7,,0,,0,,0,,10,"Bispingen,Hützel",#ERROR!,,,Bispingen
23.02.2025,Bundestagswahl,3358002,106,Steinbeck (Luhe),1,1,456,121,0,577,383,0,6,377,2,381,166,108,107,103,26,42,15,16,47,58,,27,,3,,2,,1,11,9,,0,5,2,,0,,0,,0,,10,"Bispingen,Steinbeck (Luhe)",#ERROR!,,,Bispingen
23.02.2025,Bundestagswahl,3358002,107,Volkwardingen-Wilsede,1,1,129,27,0,156,112,0,1,111,1,111,37,23,50,49,3,9,2,3,17,18,,3,,1,,0,,0,0,1,,0,2,1,,0,,0,,0,,3,"Bispingen,Volkwardingen-Wilsede",#ERROR!,,,Bispingen
23.02.2025,Bundestagswahl,3358002,108,Bispingen II,1,1,886,240,0,1126,748,0,5,743,3,745,312,201,236,231,32,49,16,29,125,134,,43,,12,,1,,4,14,10,,0,8,2,,1,,0,,0,,28,"Bispingen,Bispingen II",#ERROR!,,,Bispingen
23.02.2025,Bundestagswahl,3358002,109,Briefwahl Bispingen I,1,1,,,,,492,492,3,489,1,491,188,137,190,187,25,36,8,15,54,54,,24,,6,,0,,2,17,6,,0,7,5,,0,,1,,0,,18,"Bispingen,Briefwahl Bispingen I",#ERROR!,,,Bispingen
23.02.2025,Bundestagswahl,3358002,110,Briefwahl Bispingen II,1,1,,,,,520,520,4,516,4,516,199,123,203,186,34,64,9,15,51,65,,28,,10,,2,,1,11,5,,2,9,3,,0,,0,,1,,11,"Bispingen,Briefwahl Bispingen II",#ERROR!,,,Bispingen
